gerne,interpret,album,release_year,songtitle,lyrics
Rock,Bela B,Bingo,2006,Der Vampir Mit Dem Colt,"Die Flügel seines Pferdes flattern leise im Wind Sind die Fenster noch offen? Schließ sie lieber, mein Kind Geh ihm besser aus dem Weg, der Rat ist ernst gemeint Das Gute hat in ihm seinen schlimmsten Feind Man weiß nicht, wer er ist, nur ihn zu treffen ist nicht gut Doch er sinnt nicht nach Geld oder Gold Er zieht schneller als der Wind und danach trinkt er dein Blut Er ist der Vampir mit dem Colt Der Vampir mit dem Colt Doch wie immer gibt es einen, der hält sich für superklug Er sagt, der wilde Westen hat schon Probleme genug Also zog er los mit dem Gewehr in der Hand Doch es war seine Leiche, die man kurz darauf fand Man weiß nicht, wer er ist, nur ihn zu treffen ist nicht gut Doch er sinnt nicht nach Geld oder Gold Er zieht schneller als der Wind und danach trinkt er dein Blut Er ist der Vampir mit dem Colt Der Vampir mit dem Colt doch lag tot im Staub Man weiß nicht, wer er ist, nur ihn zu treffen ist nicht gut Doch er sinnt nicht nach Geld oder Gold Er zieht schneller als der Wind und danach trinkt er dein Blut Er ist der Vampir mit dem Colt Der Vampir mit dem Colt"
Rock,Bela B,Bingo,2006,Versuchs Doch Mal Mit Mir,"Wunderschön, so stehst du da Unendlich weit und doch so nah Mir fehlt der Mut, ich weiss nicht recht Ich kann nichts tun und mir wird schlecht Das grosse Glück ist manchmal auch ganz klein Und manchmal übergibt es sich Ein bisschen Kotze kann doch auch ganz niedlich sein Nur ich glaub, so siehst du das nicht Wie kann ich dir nur imponiern? Was muss ich tun? Was muss passiern? Was du suchst, ist heut nicht hier Versuch es doch, einmal mit mir Das grosse Glück ist manchmal auch ganz klein Und echte Liebe kennt keinen Preis Sie ist wahrhaftig, ehrlich, pur und rein Nur manchmal riecht sie ein bisschen nach Schweiss All die Schönen und Perfekten, das hier ist nicht ihr Revier Millionäre, Architekten, die sind alle heut nicht hier Versuchs doch mal, mit mir Versuchs doch mal, mit mir All die Schönen und Geleckten, das hier ist nicht ihr Revier Nimm doch mal einen Defekten, der passt eh besser zu dir Versuchs doch mal, mit mir Mädchen, siehste nich, ick bin der Mann für dir"
Rock,Bela B,Bingo,2006,Wiehr Thind sssuper,"(Es ist wie zu Hause, in Deutschland) Ich muss mir jetzt mal etwas von der Seele singen Jammern ist ja eigentlich nicht so mein Ding Bevor ihr jetzt mit Eiern werft Hört euch doch erst mal an was mich so nervt All die tolle ""Du bist Deutschland""-Euphorie Wir können es schaffen und bald wissen wir auch wie Ein neuer Anfang der wird schwer Doch Nase hoch denn schließlich sind wir wieder wer Wir sind super, wir sind einfach toll Ich mach dir mit ""Wir sind wir"" nen ganzen Eimer voll Ich weiß nicht was das soll (Du bist der Eimer, du bist die Breche) Wir sind pünktlich, wir sind fleißig, wir sind fromm (from Germany) Wir sind sicher dass wir in den Himmel kommen (best Quality) Wir sind eindeutig die Geilen Pardon ich kann die Freude leider nicht ganz teilen Deutschland ist ein Eimer mit Strohhalmen drin Deutschland sind zwei Zentner mit nem Doppelkinn Holladihö bumsfallera Deutschland wär doch viel lieber die USA Wir sind super, wir sind einfach toll Ich mach dir mit ""Wir sind wir"" nen ganzen Eimer voll Wir sind super, wir sind wieder da Dubidubi Deutschland blablabla Wir sind alle Superstar Hipp hipp hurra Singt die ganze Kinderschar"
Rock,Bela B,Bingo,2006,Baby Läuft Fort,"Baby läuft fort - sie weiß, heut muss es sein Lässt sie den Schmerz hinter sich und es gibt kein Zurück dieses Mal Sie sucht ihren Ort - diesen Weg geht sie ganz allein Und das ist ihr auf wunderbare Weise auch erst mal egal Baby läuft heut fort in die Welt Dorthin, wo sie geliebt und verstanden wird, ihren Träumen hinterher Baby sucht den Ort, der ihr gefällt Will sich die Finger verbrenn, bis zum Herzstillstand rennen, so lang, bis alle erkennen... ... Sie ist kein Baby mehr Ihre Angst die ist groß - doch das stört sie nicht so sehr Denn was stärker in ihr wühlt, ist die Neugier, die sie stets weiterführt Ganz leicht, ja, fast schwerelos - so treibt sie ihrer Sehnsucht hinterher So hat sie nie gefühlt, hat sich selbst noch nie so tief gespürt Baby läuft heut fort in die Welt Dorthin, wo sie geliebt und verstanden wird, ihren Träumen hinterher Baby sucht den Ort, der ihr gefällt Will sich die Finger verbrenn, bis zum Herzstillstand rennen, so lang, bis alle erkenn... ... Sie ist kein Baby mehr Baby läuft fort in die Welt Weil sie zu Haus nicht mehr hält, der zerfetzte Kokon ihre Flügel verklebt Baby sucht den Ort, der ihr gefällt Sie will rennen, nicht mehr gehn, will den Horizont sehn und endlich verstehn... ... Warum und weshalb sie überhaupt lebt"
Rock,Bela B,Bingo,2006,Traumfrau Again,"Traumfrau Jetzt bist du weg Traumfrau So ein Mist, so´n verdammter Dreck Traumfrau Nicht getraut, dich anzusprechen Traumfrau Vor Aufregung musste ich fast brechen Traumfrau Du hast eh nur meinen Boss geseh´n Traumfrau Er ist so glamourös und schön Traumfrau Jetzt wirst du ihm Lust bereiten Traumfrau Und ich das Nachprogramm bestreiten Traumfrau Siehst du nicht, wie ich mich quäle Traumfrau Hier allein mit meiner Ukulele Traumfrau Hast du´s nicht gerochen?! Traumfrau Was hier am Boden verwehst ist mein Herz Und es ist - gebrochen Traumfrau..."
Rock,Bela B,Code B,2009,Rockula,"Humanboss who-ho-ho-ho who-ho who-ho who-ho-ho who-ho-ho who Humanboss who-ho-ho-ho who-ho who-ho who-ho-ho who-ho-ho who Humanboss who-ho-ho-ho who-ho who-ho who-ho-ho who-ho-ho Es werde Licht sprach der Boss und es ward sofort hell Ein Licht das gleich jede Sonne beschämt Es scheint als singt er für dich, ganz allein und speziell Er sieht dich an und du bist wie gelähmt Schau ihn an: Ist es wahr? Da steht Bingo - Bela - Superstar Der Moment Macht dir klar Du hast ihn vermisst Doch endlich Hallo Leute der Herr B ist zurück Das war 'ne ziemlich lange Pause Jetzt ist er da und alle Träume werden wahr Er ist der Humanboss Graf Rockula Bla, bla, bla Sag mal warum spricht der Typ in der 3.Person von sich Wie selbstherrlich kann man denn sein Nun sag mal, wer außer ihm hat das Recht das zu tun? Mir fällt da niemand lebendiges ein Unsre Welt Schön und warm Wäre ohne ihn so trist und arm Du erliegst Seinen Charme Du hast ihn so vermisst Doch endlich Hallo Leute euer Graf ist zurück Um alles Unrecht zu beenden Jetzt ist er da und macht alle Träume wahr Und es frohlockt die ganze Kinderschar Hallo Leute der Herr B ist zurück Alles wird sich zum Guten wenden Sie sind die Kings Er und seine Bingowings Er ist der Humanboss und noch so 'n Dings Ja, er ist Graf Dingsula"
Rock,Bela B,Code B,2009,Geburtstagsleid,"Die ganze letzte Nacht dachte ich nur an dich. Nur ein Geschenk hab' ich für dich nicht. Dir etwas zu schenken steht mir auch gar nicht zu. Und keine Angst Die Regeln, die machst du. Doch trotzdem steh' ich jetzt hier und zum Geburtstag wünsch' ich dir, dass du uns vergibst und nicht noch einmal unglücklich wirst, weil du vergeblich liebst. Das war's schon. Hey. Ist schon okay. Ich wollte nur wissen, wie's dir geht. Jetzt werd' ich gehn, Ich kann verstehn, Du willst mich hier heute überhaupt nicht sehn. Doch genau diesen Tag würd' ich so gern mit dir verbringen. Dir einen Kuchen backen, neben so vielen anderen Dingen, würd' ich die ganze Zeit nur mit dir lachen. Doch die Vergangenheit kann ich nicht ungeschehen machen. Doch trotzdem steh' ich jetzt hier und zum Geburtstag wünsch' ich dir, dass du uns vergibst und nicht noch mal unglücklich wirst, weil du vergeblich liebst. Das war's schon. Hey. Ist schon okay. Ich wollte nur wissen, wie's dir geht. Jetzt werd' ich gehn, ich kann verstehn, du willst mich hier heute ganz bestimmt nicht sehn. Doch in mir tobt ein Orkan. Wann gewöhn' ich mich daran, an solchen Tagen nicht zu fragen, wo und wann. Es fühlt sich immer schlimmer an, weil ich nichts dran verändern kann. All die Schwere, all die Leere. Ich denk' schon wieder daran. Doch in mir tobt ein Orkan. Wann gewöhn' ich mich daran, an solchen Tagen nicht zu fragen, wo und wann. Es fühlt sich immer schlimmer an, weil ich nichts dran ändern kann. All die Schwere, was wohl wäre. Ich denk' schon wieder daran."
Rock,Bela B,Code B,2009,Altes Arschloch Liebe,"Diesmal wollt ich klüger sein Ich fall doch nicht noch einmal rein Und doch hast du mich wieder kalt erwischt Mich aus der Masse raus gefischt Mein Leben aufgemischt Who no, no, no Warum kannst du mich denn nicht umgehen Ich bin fertig mit dir willst du das nicht verstehen Du weißt ich hab so oft versucht Und hinter her die selbe Mär wieder geweint Und nur geflucht Altes Arschloch Liebe Geh zu Leuten die dich wollen Du wirst mir niemals verraten Wie ich glücklich werden soll Hab mich oft auf dich verlassen Und war doch wieder allein Altes Arschloch Liebe Bitte lass es sein Ich bin gut allein Altes Arschloch Liebe Hast du Spaß dran mich zu quälen Liebe du alte Scheiße Du kannst nicht mehr auf mich zählen Bin ich mit niemanden zusammen Muss ich mich auch nie mehr trennen Es ist ein Fluch Oh, dich zu kennen Altes Arschloch Liebe Geh zu Leuten die dich wollen Du wirst mir niemals verraten Wie ich glücklich werden soll Hab mich oft auf dich verlassen Und war doch wieder allein Altes Arschloch Liebe Bitte lass es sein Doch dann kommst du wieder Altes Arschloch Liebe Warum schmeckst du nur so süß Ich verfluche den Moment Seit ich mich mit dir einließ Und doch kriegst du mich immer Ich vergess mein Single Glück Altes Arschloch Liebe Bitte komm zurück Ach, Scheiße was red ich? Altes Arschloch Liebe Geh zu Leuten die dich wollen Kannst du mir vielleicht verraten Wie ich glücklich werden soll Hab mich oft auf dich verlassen Und war doch wieder allein Altes Arschloch Liebe Bitte lass es sein Lass es endlich sein Altes Arschloch Liebe Altes Arschloch Liebe Altes Arschloch Liebe Bitte lass es sein Mir gehts gut allein"
Rock,Bela B,Code B,2009,Onenightstand,"Wir haben getrunken, ich weiß nur, es war viel Und ich glaube es waren auch Substanzen im Spiel Zu guter Letzt war wirklich alles gesagt Ich weiß nicht, hast du mich oder ich dich zuerst gefragt Wir fuhren zu dir, weil das so viel näher war Und die Regeln waren uns auch voher Beide klar Wir wissen gut, wie man das umgangssprachlich nennt: Onenightstand An dieser Nacht gibt's wirklich nicht viel falsch zu verstehen Wir werden uns wahrscheinlich nicht nocheinmal wieder sehen Wir hatten unseren Spaß, was passiert ist, ist passiert Jeder weitere Gedanke wäre viel zu kompliziert Es kommt uns nicht so vor, dass mit uns etwas nicht stimmt So machen wir weiter, solange uns noch einer nimmt Jemand, der unseren schlechten Ruf noch nicht kennt Onenightstand Onenightstand Jetzt erwartet ihr sicher den moralischen Twist Dass das Leben, das wir führen, ein nicht erstrebsames ist Promiskuität ist nicht nur wegen Aids sehr schlecht Ich fürchte, ihr habt recht (People like you Fuck people like me Fuck people like you Fuck people like me) Oh Baby, vergiss nicht, mich zu vergessen (People like you Fuck people like me Fuck people like you Fuck people like me) Oh Baby, vergiss nicht, mich zu vergessen (Fuck people like you Fuck people like me Fuck people like you Fuck people like me) Oh Baby, vergiss nicht, mich zu vergessen (Fuck people like you Fuck people like me Fuck people like you Fuck people like me) Oh Baby, bitte, vergiss nicht, mich zu vergessen (Fuck people like you Fuck people like me) Mich zu vergessen (Fuck people like you Fuck people like me) Mich zu vergessen (Fuck people like you Fuck people like me Fuck people like you Fuck people like me) Wer bist'n? (Fuck people like you Fuck people like me Fuck)"
Rock,Bela B,Code B,2009,Hilf Dir Selbst,"Hilfe, Hilfe, wer kann helfen? Kann mein Essen nicht bezahlen Hilfe, Hilfe, wer kann helfen? Denn ich leide Todesqualen Hilfe, Hilfe, ich verpreche Artig und dankbar zu sein Hilfe, Hilfe, ihr Verbrecher Ihr lasst mich allein Die Nacht ist schwarz - So viel steht fest Das Gras ist grün - Urin ist gelb Bevor du dich auf mehr verlässt Nimm meinen Rat und hilf - dir - selbst Hilf dir selbst, Darling, hilf dir selbst Hilf dir selbst, Baby, Hilf dir selbst Warum will mir keiner helfen Auch nicht der, der von mir lebt Ich wär wirklich froh und dankbar Wenn ihr mir ne Hilfe gebt Hilfe, Hilfe, Hilfe, Hilfe Ich hab nichts mehr zu verlieren Help yourself heißt: ""Nimm es dir"" Das werd ich heut probieren Die Nacht ist schwarz - So viel steht fest Das Gras ist grün - Urin ist gelb Bevor du dich auf mehr verlässt Nimm meinen Rat und hilf - dir - selbst Hilf dir selbst, Darling, Hilf dir selbst Hilf dir selbst, Baby, hilf dir selbst Hilf dir selbst, Darling, Hilf dir selbst Hilf dir selbst heißt auch: Nimm dir, was du brauchst Hilf dir selbst heißt auch: Nimm dir, was du brauchst Hilf dir selbst heißt auch: Nimm dir, was du brauchst Hilf dir selbst Hilf dir selbst, Darling, Hilf dir selbst Hilf dir selbst, Baby, hilf dir selbst Hilf dir selbst, Darling, hilf dir selbst Hilf dir selbst, Baby, Hilf dir selbst Selbst ist der Mensch"
Rock,Bela B,Code B,2009,Bobotanz,"Hello ladys and boys, this is Danny Young speaking May I have your attention Good, gooder, the goodest? What is the nicest scene on the planet? A scene we can all be a part of It's the political correct scene, that's right But I'm not talkin' about the fighters Nor any left wing politicians I'm talkin' about the buyers The consumers with a green heart Who mix taste with brain You never fight, but you make a stand You're a hippy and a yuppie at the same time You're kinda bohème, kinda bourgeois The best of both worlds B-o-b-o What's the spell? bobo What's the spell? bobo And here is your anthem Move your feet, to the rich and rebellious beat Cause this is the dance to your generations speed Der bobotanz Tanz den Bobo B-O-B-O Tanz den Bobo Vanessa, die ist bobo, Contessa, die ist bobo Peter, der ist bobo und Greta, die ist bobo Sören ist ein Bobo und Öcem ist ein Bobo Nur Mandy ist kein Bobo, für sie ist das ein no go Ein no go, ein no go, ein no go Eisberg schützen bobo, Haus besitzen bobo Wenig Strom verbrauchen bobo, Zigarre rauchen bobo Fairer Kaffee bobo, mehr anschaffen bobo Ich singe wie ein Strobo, denn genauso mag's der Bobo Der Bobo, der Bobo, der Bobo Mach den Bobotanz B-o-b-o Bohème Bourgeouis Zum Beat der Arroganz B-o-b-o Es tanz ja sonst kein Schwanz Über Serien lachen bobo, Karriere machen bobo Welt retten bobo, Jetsetten bobo Ohne Leiden bobo, modisch kleiden bobo Sport treiben bobo, Briefe schreiben bobo Ökotesten bobo, weiße Westen bobo Kunst lieben bobo, jung geblieben bobo Ihr habt Verständnis logo, wenn ich jetzt mal aufs Klo go Wir ham uns alle lieb-o, nur Olli macht den Bibo Den Robi, das UFO, den Bibo Mach den Bobotanz B-o-b-o Bohème Bourgeouis Zum Beat der Arroganz B-o-b-o Es tanz ja sonst kein Schwanz Tanz den Bobo Bohème Bourgeouis Tanz den Bobo Tanz den Bobo B-o-b-o B-o-b-o Bohème Bourgeouis Bohème Bourgeouis ...And Elvis Presley never did the Bobo"
Rock,Bela B,Code B,2009, Als Wir Unsterblich Waren,"Als wir unsterblich waren, Machten wir schlimme Dinge mit unseren Haaren. Ich weiss noch wir rannten Uu Bands, die wir nicht kannten, Damit wir die Ersten waren. Weil wir nie schlafen gingen, Die ganze Nacht nur in den Clubs rumhingen, Waren wir blass und kränklich, Wir schwankten bedenklich, Wenn wir mal nach Hause gingen. Und jeder spielte irgendein Instrument. Hauptsache, du warst Mitglied in einer Band. Für all die Anderen war der Zug abgefahren Damals - als wir unsterblich waren. Als wir unsterblich waren, Und völlig ohne Zukunft auskamen, Und weil jede neue Platte Die nächste Wahrheit hatte, Wollten wir mehr erfahren. Mit jedem neuen Tanz Wuchs unsere Arroganz, Weil wir nicht wollten, Was wir wollen sollten: Freiheit statt Akzeptanz. Musik als Zentrum, denn sie gab uns den Sinn. Nur deshalb bin ich der, der ich jetzt bin. Doch dass ich mal zurückblicke, War mir damals nicht klar. Als ich unsterblich war. Als wir unsterblich waren. (Als wir unsterblich waren.) Als wir unsterblich waren. Als wir unsterblich waren. (Als wir unsterblich waren.) Als wir unsterblich waren. Als wir unsterblich waren. (Als wir unsterblich waren.)"
Rock,Bela B,Code B,2009,Dein Schlaflied,"Den ganzen tag hast du mit mir verbracht Wir fanden einfach kein genug Wir haben nur immer noch mehr gemacht Bis ich dich erschöpft zum Laken trug Schlaf ein - mein Kind Du musst dich für uns beide ausruhen Es ist schön - dass wir zusammen sind Es gibt so viel für uns zu tun Nun schlaf - mein Kind Du bist enttäuscht - wenn der Tag vergeht Viel zu kurz erscheint die Zeit Doch erst wenn auf den Anfang ein Ende folgt Erreicht das Erlebte Vollkommenheit Come on Baby now Schlaf ein - mein Kind Ich werde über dich wachen Und wenn ein Sturm aufzieht deck ich dich zu Morgen werden wir was schönes machen Nun schlaf - mein Kind Manchmal packt dich die Angst, was morgen wird Sie stiehlt dir Mut und deine Schlaf Dann lachen wir sie aus und jagen sie davon Weil die Angst so was nicht darf Schlaf ein - mein Kind Es gibt Träume - die auf dich warten Ich weiß dass darunter auch ganz viele sind Die sich mir nie offenbarten Nun schlaf - mein Kind Schlaf ein - mein Kind Diese Träume werden wahr sein Du musst jetzt schlafen - denn sie rufen dich Wenn du erwachst - dann werd ich da sein mein Kind"
