gerne,interpret,album,release_year,songtitle
Rap,Max Herre,Hallo Welt!,2012,Nicht vorbei (Bis es vorbei ist)
Rap,Max Herre,Hallo Welt!,2012,Abserviert
Rap,Max Herre,Hallo Welt!,2012,Rap ist
Rap,Max Herre,Hallo Welt!,2012,Yvonne
Rap,Max Herre,Hallo Welt!,2012,Fremde
Rap,Peter Fox,Stadtaffe,2008,Alles neu
Rap,Peter Fox,Stadtaffe,2008,Schwarz zu blau
Rap,Peter Fox,Stadtaffe,2008,Haus am See
Rap,Peter Fox,Stadtaffe,2008,Kopf verloren
Rap,Peter Fox,Stadtaffe,2008,Das zweite Gesicht
Rap,Peter Fox,Stadtaffe,2008,Der letzte Tag
Rap,Peter Fox,Stadtaffe,2008,Stadtaffe
Rap,Peter Fox,Stadtaffe,2008,Fieber
Rap,Peter Fox,Stadtaffe,2008,Schüttel deinen Speck
Rap,Peter Fox,Stadtaffe,2008,Zucker
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Zurück aus der Zukunft
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Unsere Zeit
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Keine Zukunft
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Mach was du willst
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Teufel im Schafspelz
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,So Real
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Kind ohne Namen
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,333StrassenDerKindheit
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Besser dich
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Gold sinkt nach unten
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Mich hat jeder gekannt
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Scharfes Schwert
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Ohne Pee
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,So real
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Kind ohne Namen
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Gold sinkt nach unten
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Sneakerking
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Schöne neue Welt
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Es ist immer das gleiche
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Teenage Mutant Horror Show
Rap,Prinz Pi,Teenage Mutant Horror Show,2005,Würfel
Rap,Prinz Pi,Zeit Ist Geld,2005,Leerlauf
Rap,Prinz Pi,Zeit Ist Geld,2005,Ich bleibe da
Rap,Prinz Pi,Zeit Ist Geld,2005,Schlussstrich
Rap,Prinz Pi,Zeit Ist Geld,2005,Neubeginn
Rap,Prinz Pi,Zeit Ist Geld,2005,Gegen die Wand
Rap,Prinz Pi,Zeit Ist Geld,2005,Wunderkind 2
Rap,Prinz Pi,Zeit Ist Geld,2005,Generation Counterstrike
Rap,Prinz Pi,Zeit Ist Geld,2005,Trau dich
Rap,Prinz Pi,Zeit Ist Geld,2005,Das ist Berlin
Rap,Prinz Pi,Zeit Ist Geld,2005,Kkff
Rap,Prinz Pi,Zeit Ist Geld,2005,Ausser Pee
Rap,Prinz Pi,Zeit Ist Geld,2005,Trauriges Leben
Rap,Prinz Pi,Zeit Ist Geld,2005,Dies das
Rap,Prinz Pi,Zeit Ist Geld,2005,Raus aus unserem Garten
Rap,Prinz Pi,Zeit Ist Geld,2005,Waffenschein
Rap,Prinz Pi,Zeit Ist Geld,2005,Wie sonst keiner
Rap,Prinz Pi,Donnerwetter,2006,Die Bomben Schlafen
Rap,Prinz Pi,Donnerwetter,2006,Von und Zu
Rap,Prinz Pi,Donnerwetter,2006,Meine Roots
Rap,Prinz Pi,Donnerwetter,2006,Peng! Peng! Peng!
Rap,Prinz Pi,Donnerwetter,2006,So Viele Fragen
Rap,Prinz Pi,Donnerwetter,2006,Singt Die Lieder
Rap,Prinz Pi,Donnerwetter,2006,Herr Claasen
Rap,Prinz Pi,Donnerwetter,2006,Keine Idole
Rap,Prinz Pi,Donnerwetter,2006,Wie Die Zeit Vergeht
Rap,Prinz Pi,Donnerwetter,2006,Schreibmaschine
Rap,Prinz Pi,Donnerwetter,2006,Meene Stadt
Rap,Prinz Pi,Donnerwetter,2006,Zünd die Welt an
Rap,Prinz Pi,Donnerwetter,2006,Schwarz Ist Das Neue Schwarz
Rap,Prinz Pi,Donnerwetter,2006,Der Rand
Rap,Prinz Pi,Donnerwetter,2006,Ich Gehe
Rap,Prinz Pi,Neopunk,2008,Super Seiajin
Rap,Prinz Pi,Neopunk,2008,8-Bit Untergrund
Rap,Prinz Pi,Neopunk,2008,Gib dem Affen Zucker
Rap,Prinz Pi,Neopunk,2008,Kann es sein
Rap,Prinz Pi,Neopunk,2008,Nerdhymne
Rap,Prinz Pi,Neopunk,2008,Schlag die Faust
Rap,Prinz Pi,Neopunk,2008,Affen an die Macht
Rap,Prinz Pi,Neopunk,2008,Schläferstündchen
Rap,Prinz Pi,Neopunk,2008,2030
Rap,Prinz Pi,Neopunk,2008,Aschenbecher
Rap,Prinz Pi,Neopunk,2008,Mein Blut
Rap,Prinz Pi,Neopunk,2008,Bevor ich aufschlage
Rap,Prinz Pi,Neopunk,2008,Schädelficken
Rap,Prinz Pi,Neopunk,2008,Spür die Wut
Rap,Prinz Pi,Neopunk,2008,Wir bleiben immer Anti
Rap,Prinz Pi,Neopunk,2008,Spring!
Rap,Prinz Pi,Neopunk,2008,Ein Bizchen mehr
Rap,Prinz Pi,Neopunk,2008,Wir werden nie erwachsen
Rap,Prinz Pi,Neopunk,2008,1 Leben lang
Rap,Prinz Pi,Neopunk,2008,Der Angsthasentwist
Rap,Prinz Pi,Neopunk,2008,Sieben Sünden
Rap,Prinz Pi,Illuminati,2010,Grabstein Introvativ
Rap,Prinz Pi,Illuminati,2010,Illuminati Reflux
Rap,Prinz Pi,Illuminati,2010,Illuminati Res Medias
Rap,Prinz Pi,Illuminati,2010,2013
Rap,Prinz Pi,Illuminati,2010,Mann vom Mars
Rap,Prinz Pi,Illuminati,2010,Die Party ist over
Rap,Prinz Pi,Illuminati,2010,Wenn es Nacht wird
Rap,Prinz Pi,Illuminati,2010,Ob ich will oder nicht
Rap,Prinz Pi,Illuminati,2010,Unendlich sein
Rap,Prinz Pi,Illuminati,2010,Nie wieder
Rap,Prinz Pi,Rebell Ohne Grund,2011,Bombenwetter
Rap,Prinz Pi,Rebell Ohne Grund,2011,Du bist
Rap,Prinz Pi,Rebell Ohne Grund,2011,Virus
Rap,Prinz Pi,Rebell Ohne Grund,2011,Generation Porno
Rap,Prinz Pi,Rebell Ohne Grund,2011,Etc.
Rap,Prinz Pi,Rebell Ohne Grund,2011,Schlaflied
Rap,Prinz Pi,Rebell Ohne Grund,2011,Wunderkind
Rap,Prinz Pi,Rebell Ohne Grund,2011,Marathon Mann
Rap,Prinz Pi,Rebell Ohne Grund,2011,Wieder und wieder
Rap,Prinz Pi,Rebell Ohne Grund,2011,Königin von Kreuzberg
Rap,Prinz Pi,Rebell Ohne Grund,2011,Rand II
Rap,Prinz Pi,Rebell Ohne Grund,2011,Morgengrauen
Rap,Prinz Pi,Rebell Ohne Grund,2011,Laura
Rap,Prinz Pi,Rebell Ohne Grund,2011,Beweis dagegen
Rap,Prinz Pi,Kompass Ohne Norden,2013,Fähnchen im Wind
Rap,Prinz Pi,Kompass Ohne Norden,2013,Moderne Zeiten
Rap,Prinz Pi,Kompass Ohne Norden,2013,Kompass ohne Norden
Rap,Prinz Pi,Kompass Ohne Norden,2013,Frühstücksclub der toten Dichter
Rap,Prinz Pi,Kompass Ohne Norden,2013,100X
Rap,Prinz Pi,Kompass Ohne Norden,2013,Glück
Rap,Prinz Pi,Kompass Ohne Norden,2013,Säulen der Gesellschaft
Rap,Prinz Pi,Kompass Ohne Norden,2013,Rost
Rap,Prinz Pi,Kompass Ohne Norden,2013,Schwarze Wolke
Rap,Prinz Pi,Kompass Ohne Norden,2013,Die letzte Ex
Rap,Prinz Pi,Kompass Ohne Norden,2013,Asoziale Kontakte
Rap,Prinz Pi,Kompass Ohne Norden,2013,Unser Platz
Rap,Prinz Pi,Kompass Ohne Norden,2013,Dumm
Rap,Samy Deluxe,Samy Deluxe,2001,Wickeda MC
Rap,Samy Deluxe,Samy Deluxe,2001,Die Meisten
Rap,Samy Deluxe,Samy Deluxe,2001,S.O.S.
Rap,Samy Deluxe,Samy Deluxe,2001,Eppendorf
Rap,Samy Deluxe,Samy Deluxe,2001,Positiv
Rap,Samy Deluxe,Samy Deluxe,2001,Der Beste
Rap,Samy Deluxe,Samy Deluxe,2001,Sensationell
Rap,Samy Deluxe,Samy Deluxe,2001,Samy Deluxe 2001
Rap,Samy Deluxe,Samy Deluxe,2001,Dreist
Rap,Samy Deluxe,Samy Deluxe,2001,Hausfriedensbruch
Rap,Samy Deluxe,Samy Deluxe,2001,Session
Rap,Samy Deluxe,Samy Deluxe,2001,Weck Mich Auf
Rap,Samy Deluxe,Samy Deluxe,2001,International Love
Rap,Samy Deluxe,Samy Deluxe,2001,Mach Schluß
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Dis wo ich herkomm
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Bis die Sonne rauskommt
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Wer ich bin
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Wir sind keine Kinder mehr
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Vatertag
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Oma Song
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Superheld
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Erster
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Musik um durch den Tag zu komm
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Stumm
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Sowieso schwer
Rap,Samy Deluxe,Dis Wo Ich Herkomm,2009,Sprech wie ich sprech
Rap,Samy Deluxe,SchwarzWeiss,2011,Poesie Album
Rap,Samy Deluxe,SchwarzWeiss,2011,Ego
Rap,Samy Deluxe,SchwarzWeiss,2011,Eines Tages
Rap,Samy Deluxe,SchwarzWeiss,2011,Wer Wird Millionär
Rap,Samy Deluxe,SchwarzWeiss,2011,Strassen Musik
Rap,Samy Deluxe,SchwarzWeiss,2011,Zurück Zu Wir
Rap,Samy Deluxe,SchwarzWeiss,2011,Keine Wahre Geschichte
Rap,Samy Deluxe,SchwarzWeiss,2011,Rap Genie
Rap,Samy Deluxe,SchwarzWeiss,2011,Allein
Rap,Samy Deluxe,SchwarzWeiss,2011,Doppelt VIP
Rap,Samy Deluxe,SchwarzWeiss,2011,Vater Im Himmel
Rap,Samy Deluxe,SchwarzWeiss,2011,Hände Hoch
Rap,Samy Deluxe,SchwarzWeiss,2011,SchwarzWeiss
Rap,Samy Deluxe,SchwarzWeiss,2011,Unbeschriebenes Blatt
Rap,Samy Deluxe,SchwarzWeiss,2011,Stolz Auf Mich
Rap,Samy Deluxe,SchwarzWeiss,2011,Höhenflug
Rap,Seeed,Music Monks,2003,Music Monks
Rap,Seeed,Music Monks,2003,What You Deserve Is What You Get
Rap,Seeed,Music Monks,2003,Respectness
Rap,Seeed,Music Monks,2003,Release
Rap,Seeed,Music Monks,2003,Pressure
Rap,Seeed,Music Monks,2003,Double Soul
Rap,Seeed,Music Monks,2003,Grosshirn
Rap,Seeed,Music Monks,2003,Goldmine
Rap,Seeed,Music Monks,2003,Waterpumpee
Rap,Seeed,Next!,2005,Schwinger
Rap,Seeed,Next!,2005,Next...!
Rap,Seeed,Next!,2005,Aufstehn!
Rap,Seeed,Next!,2005,Stand Up
Rap,Seeed,Next!,2005,Tight Pants
Rap,Seeed,Next!,2005,Goosebumps
Rap,Seeed,Next!,2005,Ding
Rap,Seeed,Seeed,2012,Deine Zeit
Rap,Seeed,Seeed,2012,Augenbling
Rap,Seeed,Seeed,2012,Waste My Time
Rap,Seeed,Seeed,2012,Seeeds Haus
Rap,Seeed,Seeed,2012,Elephants
Rap,Seeed,Seeed,2012,Lovelee
Rap,Seeed,Seeed,2012,Molotov
Rap,Sido,Maske,2004,Mein Block
Rap,Sido,Maske,2004,Maske
Rap,Sido,Maske,2004,Mama ist stolz
Rap,Sido,Maske,2004,Sido und die Drogen
Rap,Sido,Maske,2004,Endlich Wochenende
Rap,Sido,Maske,2004,3 Leben
Rap,Sido,Maske,2004,Knast
Rap,Sido,Maske,2004,Taxi
Rap,Sido,Maske,2004,Fuffies im Club
Rap,Sido,Maske,2004,Die Sekte
Rap,Sido,Maske,2004,Ghettoloch
Rap,Sido,Ich,2006,Goldjunge
Rap,Sido,Ich,2006,Strassenjunge
Rap,Sido,Ich,2006,Schlechtes Vorbild
Rap,Sido,Ich,2006,Ihr habt uns so gemacht
Rap,Sido,Ich,2006,Mach keine faxen
Rap,Sido,Ich,2006,Bergab
Rap,Sido,Ich,2006,Ein Teil von mir
Rap,Sido,Ich,2006,Nie wieder
Rap,Sido,Ich,2006,Ich kiff nicht mehr
Rap,Sido,Ich,2006,1000 Fragen
Rap,Sido,Ich,2006,Ich hasse Dich
Rap,Sido,Ich,2006,GZSZ
Rap,Sido,Ich,2006,Mein Testament
Rap,Sido,Ich,2006,Ficken
Rap,Sido,Ich,2006,Rodeo
Rap,Sido,Ich,2006,Sarah
Rap,Sido,30-11-80,2013,Hier bin ich wieder
Rap,Sido,30-11-80,2013,Es war einmal
Rap,Sido,30-11-80,2013,So wie du
Rap,Sido,30-11-80,2013,Irgendwo wartet jemand
Rap,Sido,30-11-80,2013,Enrico
Rap,Sido,30-11-80,2013,Einer muss es machen
Rap,Sido,30-11-80,2013,Arbeit
Rap,Sido,30-11-80,2013,Einer dieser Steine
Rap,Sido,30-11-80,2013,Liebe
Rap,Sido,30-11-80,2013,Maskerade
Rap,Sido,30-11-80,2013,Grenzenlos
Rap,Sido,30-11-80,2013,Fühl dich frei
Rap,Sido,30-11-80,2013,30-11-80
Rap,Sido,VI,2015,Löwenzahn
Rap,Sido,VI,2015,Vom Frust der Reichen
Rap,Sido,VI,2015,Astronaut
Rap,Sido,VI,2015,Ackan
Rap,Sido,VI,2015,Zu wahr
Rap,Sido,VI,2015,Knochen und Fleisch
Rap,Sido,VI,2015,Gürtel am Arm
Rap,Sido,VI,2015,Zuhause ist die Welt noch in Ordnung
Rap,Sido,VI,2015,Selfie
Rap,Sido,VI,2015,So war das
Rap,Sido,VI,2015,Entspannt
Rap,Sido,VI,2015,Zu Straße
Rap,Sido,Das Goldene Album,2016,Ganz unten
Rap,Sido,Das Goldene Album,2016,Hamdullah
Rap,Sido,Das Goldene Album,2016,Masafaka
Rap,Sido,Das Goldene Album,2016,Geuner
Rap,Sido,Das Goldene Album,2016,Papa ist da
Rap,Sido,Das Goldene Album,2016,Der einzige Weg
Rap,Sido,Das Goldene Album,2016,Striche zählen
Rap,Sido,Das Goldene Album,2016,Diese Mucke
Rap,Sido,Das Goldene Album,2016,Männaz mit Vaginaz
Rap,Sido,Das Goldene Album,2016,Alkohol
Rap,Sido,Das Goldene Album,2016,Bljad
Rap,Sido,Das Goldene Album,2016,Ja man
Rap,Sido,Das Goldene Album,2016,Siggi Siggi Siggi
Rap,Summer Cem,Feierabend,2010,Sturm
Rap,Summer Cem,Feierabend,2010,Feierabend
Rap,Summer Cem,Feierabend,2010,Laser
Rap,Summer Cem,Feierabend,2010,Katapult
Rap,Summer Cem,Feierabend,2010,Fotze
Rap,Summer Cem,Feierabend,2010,Diesesmal
Rap,Summer Cem,Feierabend,2010,Ich Ticke
Rap,Summer Cem,Feierabend,2010,Madrid
Rap,Summer Cem,Feierabend,2010,Original
Rap,Summer Cem,Feierabend,2010,Youtube
Rap,Summer Cem,Feierabend,2010,Bol Chance
Rap,Summer Cem,Feierabend,2010,Oh No!
Rap,Summer Cem,Feierabend,2010,Kein Mann Von Welt
Rap,Summer Cem,Feierabend,2010,Schreit Summer
